Language	Voice type	Language code	Voice name	SSML Gender
tr-TR	Premium	tr-TR	tr-TR-Chirp3-HD-Zephyr	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Chirp3-HD-Zubenelgenubi	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Achernar	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Achird	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Algenib	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Algieba	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Alnilam	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Aoede	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Autonoe	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Callirrhoe	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Charon	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Despina	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Enceladus	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Erinome	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Fenrir	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Gacrux	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Iapetus	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Kore	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Laomedeia	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Leda	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Orus	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Puck	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Pulcherrima	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Rasalgethi	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Sadachbia	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Sadaltager	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Schedar	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Sulafat	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Umbriel	MALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Vindemiatrix	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Zephyr	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Chirp3-HD-Zubenelgenubi	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Achernar	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Achird	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Algenib	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Algieba	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Alnilam	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Aoede	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Autonoe	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Callirrhoe	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Charon	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Despina	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Enceladus	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Erinome	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Fenrir	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Gacrux	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Iapetus	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Kore	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Laomedeia	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Leda	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Orus	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Puck	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Pulcherrima	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Rasalgethi	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Sadachbia	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Sadaltager	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Schedar	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Sulafat	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Umbriel	MALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Vindemiatrix	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Zephyr	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Chirp3-HD-Zubenelgenubi	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Achernar	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Achird	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Algenib	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Algieba	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Alnilam	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Aoede	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Autonoe	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Callirrhoe	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Charon	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Despina	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Enceladus	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Erinome	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Fenrir	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Gacrux	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Iapetus	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Kore	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Laomedeia	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Leda	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Orus	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Puck	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Pulcherrima	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Rasalgethi	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Sadachbia	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Sadaltager	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Schedar	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Sulafat	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Umbriel	MALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Vindemiatrix	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Zephyr	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Chirp3-HD-Zubenelgenubi	MALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Aoede	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Charon	MALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Fenrir	MALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Kore	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Leda	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Orus	MALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Puck	MALE
ru-RU	Premium	ru-RU	ru-RU-Chirp3-HD-Zephyr	FEMALE
af-ZA	Premium	af-ZA	af-ZA-Standard-A	FEMALE
ar-XA	Premium	ar-XA	ar-XA-Standard-A	FEMALE
ar-XA	Premium	ar-XA	ar-XA-Standard-B	MALE
ar-XA	Premium	ar-XA	ar-XA-Standard-C	MALE
ar-XA	Premium	ar-XA	ar-XA-Standard-D	FEMALE
ar-XA	Premium	ar-XA	ar-XA-Wavenet-A	FEMALE
ar-XA	Premium	ar-XA	ar-XA-Wavenet-B	MALE
ar-XA	Premium	ar-XA	ar-XA-Wavenet-C	MALE
ar-XA	Premium	ar-XA	ar-XA-Wavenet-D	FEMALE
bn-IN	Premium	bn-IN	bn-IN-Standard-A	FEMALE
bn-IN	Premium	bn-IN	bn-IN-Standard-B	MALE
bn-IN	Premium	bn-IN	bn-IN-Standard-C	FEMALE
bn-IN	Premium	bn-IN	bn-IN-Standard-D	MALE
bn-IN	Premium	bn-IN	bn-IN-Wavenet-A	FEMALE
bn-IN	Premium	bn-IN	bn-IN-Wavenet-B	MALE
bn-IN	Premium	bn-IN	bn-IN-Wavenet-C	FEMALE
bn-IN	Premium	bn-IN	bn-IN-Wavenet-D	MALE
bg-BG	Premium	bg-BG	bg-BG-Standard-B	FEMALE
ca-ES	Premium	ca-ES	ca-ES-Standard-B	FEMALE
yue-HK	Premium	yue-HK	yue-HK-Standard-A	FEMALE
yue-HK	Premium	yue-HK	yue-HK-Standard-B	MALE
yue-HK	Premium	yue-HK	yue-HK-Standard-C	FEMALE
yue-HK	Premium	yue-HK	yue-HK-Standard-D	MALE
cs-CZ	Premium	cs-CZ	cs-CZ-Standard-B	FEMALE
cs-CZ	Premium	cs-CZ	cs-CZ-Wavenet-B	FEMALE
da-DK	Premium	da-DK	da-DK-Neural2-F	FEMALE
da-DK	Premium	da-DK	da-DK-Standard-F	FEMALE
da-DK	Premium	da-DK	da-DK-Standard-G	MALE
da-DK	Premium	da-DK	da-DK-Wavenet-F	FEMALE
da-DK	Premium	da-DK	da-DK-Wavenet-G	MALE
nl-BE	Premium	nl-BE	nl-BE-Standard-C	FEMALE
nl-BE	Premium	nl-BE	nl-BE-Standard-D	MALE
nl-BE	Premium	nl-BE	nl-BE-Wavenet-C	FEMALE
nl-BE	Premium	nl-BE	nl-BE-Wavenet-D	MALE
nl-NL	Premium	nl-NL	nl-NL-Standard-F	FEMALE
nl-NL	Premium	nl-NL	nl-NL-Standard-G	MALE
nl-NL	Premium	nl-NL	nl-NL-Wavenet-F	FEMALE
nl-NL	Premium	nl-NL	nl-NL-Wavenet-G	MALE
en-AU	Premium	en-AU	en-AU-Chirp-HD-D	MALE
en-AU	Premium	en-AU	en-AU-Chirp-HD-F	FEMALE
en-AU	Premium	en-AU	en-AU-Chirp-HD-O	FEMALE
en-AU	Premium	en-AU	en-AU-Neural2-A	FEMALE
en-AU	Premium	en-AU	en-AU-Neural2-B	MALE
en-AU	Premium	en-AU	en-AU-Neural2-C	FEMALE
en-AU	Premium	en-AU	en-AU-Neural2-D	MALE
en-AU	Premium	en-AU	en-AU-News-E	FEMALE
en-AU	Premium	en-AU	en-AU-News-F	FEMALE
en-AU	Premium	en-AU	en-AU-News-G	MALE
en-AU	Premium	en-AU	en-AU-Polyglot-1	MALE
en-AU	Premium	en-AU	en-AU-Standard-A	FEMALE
en-AU	Premium	en-AU	en-AU-Standard-B	MALE
en-AU	Premium	en-AU	en-AU-Standard-C	FEMALE
en-AU	Premium	en-AU	en-AU-Standard-D	MALE
en-AU	Premium	en-AU	en-AU-Wavenet-A	FEMALE
en-AU	Premium	en-AU	en-AU-Wavenet-B	MALE
en-AU	Premium	en-AU	en-AU-Wavenet-C	FEMALE
en-AU	Premium	en-AU	en-AU-Wavenet-D	MALE
en-IN	Premium	en-IN	en-IN-Chirp-HD-D	MALE
en-IN	Premium	en-IN	en-IN-Chirp-HD-F	FEMALE
en-IN	Premium	en-IN	en-IN-Chirp-HD-O	FEMALE
en-IN	Premium	en-IN	en-IN-Neural2-A	FEMALE
en-IN	Premium	en-IN	en-IN-Neural2-B	MALE
en-IN	Premium	en-IN	en-IN-Neural2-C	MALE
en-IN	Premium	en-IN	en-IN-Neural2-D	FEMALE
en-IN	Premium	en-IN	en-IN-Standard-A	FEMALE
en-IN	Premium	en-IN	en-IN-Standard-B	MALE
en-IN	Premium	en-IN	en-IN-Standard-C	MALE
en-IN	Premium	en-IN	en-IN-Standard-D	FEMALE
en-IN	Premium	en-IN	en-IN-Standard-E	FEMALE
en-IN	Premium	en-IN	en-IN-Standard-F	MALE
en-IN	Premium	en-IN	en-IN-Wavenet-A	FEMALE
en-IN	Premium	en-IN	en-IN-Wavenet-B	MALE
en-IN	Premium	en-IN	en-IN-Wavenet-C	MALE
en-IN	Premium	en-IN	en-IN-Wavenet-D	FEMALE
en-IN	Premium	en-IN	en-IN-Wavenet-E	FEMALE
en-IN	Premium	en-IN	en-IN-Wavenet-F	MALE
en-GB	Premium	en-GB	en-GB-Chirp-HD-D	MALE
en-GB	Premium	en-GB	en-GB-Chirp-HD-F	FEMALE
en-GB	Premium	en-GB	en-GB-Chirp-HD-O	FEMALE
en-GB	Premium	en-GB	en-GB-Neural2-A	FEMALE
en-GB	Premium	en-GB	en-GB-Neural2-B	MALE
en-GB	Premium	en-GB	en-GB-Neural2-C	FEMALE
en-GB	Premium	en-GB	en-GB-Neural2-D	MALE
en-GB	Premium	en-GB	en-GB-Neural2-F	FEMALE
en-GB	Premium	en-GB	en-GB-Neural2-N	FEMALE
en-GB	Premium	en-GB	en-GB-Neural2-O	MALE
en-GB	Premium	en-GB	en-GB-News-G	FEMALE
en-GB	Premium	en-GB	en-GB-News-H	FEMALE
en-GB	Premium	en-GB	en-GB-News-I	FEMALE
en-GB	Premium	en-GB	en-GB-News-J	MALE
en-GB	Premium	en-GB	en-GB-News-K	MALE
en-GB	Premium	en-GB	en-GB-News-L	MALE
en-GB	Premium	en-GB	en-GB-News-M	MALE
en-GB	Premium	en-GB	en-GB-Standard-A	FEMALE
en-GB	Premium	en-GB	en-GB-Standard-B	MALE
en-GB	Premium	en-GB	en-GB-Standard-C	FEMALE
en-GB	Premium	en-GB	en-GB-Standard-D	MALE
en-GB	Premium	en-GB	en-GB-Standard-F	FEMALE
en-GB	Premium	en-GB	en-GB-Standard-N	FEMALE
en-GB	Premium	en-GB	en-GB-Standard-O	MALE
en-GB	Premium	en-GB	en-GB-Studio-B	MALE
en-GB	Premium	en-GB	en-GB-Studio-C	FEMALE
en-GB	Premium	en-GB	en-GB-Wavenet-A	FEMALE
en-GB	Premium	en-GB	en-GB-Wavenet-B	MALE
en-GB	Premium	en-GB	en-GB-Wavenet-C	FEMALE
en-GB	Premium	en-GB	en-GB-Wavenet-D	MALE
en-GB	Premium	en-GB	en-GB-Wavenet-F	FEMALE
en-GB	Premium	en-GB	en-GB-Wavenet-N	FEMALE
en-GB	Premium	en-GB	en-GB-Wavenet-O	MALE
en-US	Premium	en-US	Achernar	FEMALE
en-US	Premium	en-US	Achird	MALE
en-US	Premium	en-US	Algenib	MALE
en-US	Premium	en-US	Algieba	MALE
en-US	Premium	en-US	Alnilam	MALE
en-US	Premium	en-US	Aoede	FEMALE
en-US	Premium	en-US	Autonoe	FEMALE
en-US	Premium	en-US	Callirrhoe	FEMALE
en-US	Premium	en-US	Charon	MALE
en-US	Premium	en-US	Despina	FEMALE
en-US	Premium	en-US	Enceladus	MALE
en-US	Premium	en-US	Erinome	FEMALE
en-US	Premium	en-US	Fenrir	MALE
en-US	Premium	en-US	Gacrux	FEMALE
en-US	Premium	en-US	Iapetus	MALE
en-US	Premium	en-US	Kore	FEMALE
en-US	Premium	en-US	Laomedeia	FEMALE
en-US	Premium	en-US	Leda	FEMALE
en-US	Premium	en-US	Orus	MALE
en-US	Premium	en-US	Puck	MALE
en-US	Premium	en-US	Pulcherrima	FEMALE
en-US	Premium	en-US	Rasalgethi	MALE
en-US	Premium	en-US	Sadachbia	MALE
en-US	Premium	en-US	Sadaltager	MALE
en-US	Premium	en-US	Schedar	MALE
en-US	Premium	en-US	Sulafat	FEMALE
en-US	Premium	en-US	Umbriel	MALE
en-US	Premium	en-US	Vindemiatrix	FEMALE
en-US	Premium	en-US	Zephyr	FEMALE
en-US	Premium	en-US	Zubenelgenubi	MALE
en-US	Premium	en-US	en-US-Casual-K	MALE
en-US	Premium	en-US	en-US-Chirp-HD-D	MALE
en-US	Premium	en-US	en-US-Chirp-HD-F	FEMALE
en-US	Premium	en-US	en-US-Chirp-HD-O	FEMALE
en-US	Premium	en-US	en-US-Neural2-A	MALE
en-US	Premium	en-US	en-US-Neural2-C	FEMALE
en-US	Premium	en-US	en-US-Neural2-D	MALE
en-US	Premium	en-US	en-US-Neural2-E	FEMALE
en-US	Premium	en-US	en-US-Neural2-F	FEMALE
en-US	Premium	en-US	en-US-Neural2-G	FEMALE
en-US	Premium	en-US	en-US-Neural2-H	FEMALE
en-US	Premium	en-US	en-US-Neural2-I	MALE
en-US	Premium	en-US	en-US-Neural2-J	MALE
en-US	Premium	en-US	en-US-News-K	FEMALE
en-US	Premium	en-US	en-US-News-L	FEMALE
en-US	Premium	en-US	en-US-News-N	MALE
en-US	Premium	en-US	en-US-Polyglot-1	MALE
en-US	Premium	en-US	en-US-Standard-A	MALE
en-US	Premium	en-US	en-US-Standard-B	MALE
en-US	Premium	en-US	en-US-Standard-C	FEMALE
en-US	Premium	en-US	en-US-Standard-D	MALE
en-US	Premium	en-US	en-US-Standard-E	FEMALE
en-US	Premium	en-US	en-US-Standard-F	FEMALE
en-US	Premium	en-US	en-US-Standard-G	FEMALE
en-US	Premium	en-US	en-US-Standard-H	FEMALE
en-US	Premium	en-US	en-US-Standard-I	MALE
en-US	Premium	en-US	en-US-Standard-J	MALE
en-US	Premium	en-US	en-US-Studio-O	FEMALE
en-US	Premium	en-US	en-US-Studio-Q	MALE
en-US	Premium	en-US	en-US-Wavenet-A	MALE
en-US	Premium	en-US	en-US-Wavenet-B	MALE
en-US	Premium	en-US	en-US-Wavenet-C	FEMALE
en-US	Premium	en-US	en-US-Wavenet-D	MALE
en-US	Premium	en-US	en-US-Wavenet-E	FEMALE
en-US	Premium	en-US	en-US-Wavenet-F	FEMALE
en-US	Premium	en-US	en-US-Wavenet-G	FEMALE
en-US	Premium	en-US	en-US-Wavenet-H	FEMALE
en-US	Premium	en-US	en-US-Wavenet-I	MALE
en-US	Premium	en-US	en-US-Wavenet-J	MALE
et-EE	Premium	et-EE	et-EE-Standard-A	MALE
fil-PH	Premium	fil-PH	fil-PH-Standard-A	FEMALE
fil-PH	Premium	fil-PH	fil-PH-Standard-B	FEMALE
fil-PH	Premium	fil-PH	fil-PH-Standard-C	MALE
fil-PH	Premium	fil-PH	fil-PH-Standard-D	MALE
fil-PH	Premium	fil-PH	fil-PH-Wavenet-A	FEMALE
fil-PH	Premium	fil-PH	fil-PH-Wavenet-B	FEMALE
fil-PH	Premium	fil-PH	fil-PH-Wavenet-C	MALE
fil-PH	Premium	fil-PH	fil-PH-Wavenet-D	MALE
fil-PH	Premium	fil-PH	fil-ph-Neural2-A	FEMALE
fil-PH	Premium	fil-PH	fil-ph-Neural2-D	MALE
fi-FI	Premium	fi-FI	fi-FI-Standard-B	FEMALE
fi-FI	Premium	fi-FI	fi-FI-Wavenet-B	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Chirp-HD-D	MALE
fr-CA	Premium	fr-CA	fr-CA-Chirp-HD-F	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Chirp-HD-O	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Neural2-A	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Neural2-B	MALE
fr-CA	Premium	fr-CA	fr-CA-Neural2-C	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Neural2-D	MALE
fr-CA	Premium	fr-CA	fr-CA-Standard-A	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Standard-B	MALE
fr-CA	Premium	fr-CA	fr-CA-Standard-C	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Standard-D	MALE
fr-CA	Premium	fr-CA	fr-CA-Wavenet-A	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Wavenet-B	MALE
fr-CA	Premium	fr-CA	fr-CA-Wavenet-C	FEMALE
fr-CA	Premium	fr-CA	fr-CA-Wavenet-D	MALE
fr-FR	Premium	fr-FR	fr-FR-Chirp-HD-D	MALE
fr-FR	Premium	fr-FR	fr-FR-Chirp-HD-F	FEMALE
fr-FR	Premium	fr-FR	fr-FR-Chirp-HD-O	FEMALE
fr-FR	Premium	fr-FR	fr-FR-Neural2-F	FEMALE
fr-FR	Premium	fr-FR	fr-FR-Neural2-G	MALE
fr-FR	Premium	fr-FR	fr-FR-Polyglot-1	MALE
fr-FR	Premium	fr-FR	fr-FR-Standard-F	FEMALE
fr-FR	Premium	fr-FR	fr-FR-Standard-G	MALE
fr-FR	Premium	fr-FR	fr-FR-Studio-A	FEMALE
fr-FR	Premium	fr-FR	fr-FR-Studio-D	MALE
fr-FR	Premium	fr-FR	fr-FR-Wavenet-F	FEMALE
fr-FR	Premium	fr-FR	fr-FR-Wavenet-G	MALE
de-DE	Premium	de-DE	de-DE-Chirp-HD-D	MALE
de-DE	Premium	de-DE	de-DE-Chirp-HD-F	FEMALE
de-DE	Premium	de-DE	de-DE-Chirp-HD-O	FEMALE
de-DE	Premium	de-DE	de-DE-Neural2-G	FEMALE
de-DE	Premium	de-DE	de-DE-Neural2-H	MALE
de-DE	Premium	de-DE	de-DE-Polyglot-1	MALE
de-DE	Premium	de-DE	de-DE-Standard-G	FEMALE
de-DE	Premium	de-DE	de-DE-Standard-H	MALE
de-DE	Premium	de-DE	de-DE-Studio-B	MALE
de-DE	Premium	de-DE	de-DE-Studio-C	FEMALE
de-DE	Premium	de-DE	de-DE-Wavenet-G	FEMALE
de-DE	Premium	de-DE	de-DE-Wavenet-H	MALE
el-GR	Premium	el-GR	el-GR-Standard-B	FEMALE
el-GR	Premium	el-GR	el-GR-Wavenet-B	FEMALE
gl-ES	Premium	gl-ES	gl-ES-Standard-B	FEMALE
gu-IN	Premium	gu-IN	gu-IN-Standard-A	FEMALE
gu-IN	Premium	gu-IN	gu-IN-Standard-B	MALE
gu-IN	Premium	gu-IN	gu-IN-Standard-C	FEMALE
gu-IN	Premium	gu-IN	gu-IN-Standard-D	MALE
gu-IN	Premium	gu-IN	gu-IN-Wavenet-A	FEMALE
gu-IN	Premium	gu-IN	gu-IN-Wavenet-B	MALE
gu-IN	Premium	gu-IN	gu-IN-Wavenet-C	FEMALE
gu-IN	Premium	gu-IN	gu-IN-Wavenet-D	MALE
he-IL	Premium	he-IL	he-IL-Standard-A	FEMALE
he-IL	Premium	he-IL	he-IL-Standard-B	MALE
he-IL	Premium	he-IL	he-IL-Standard-C	FEMALE
he-IL	Premium	he-IL	he-IL-Standard-D	MALE
he-IL	Premium	he-IL	he-IL-Wavenet-A	FEMALE
he-IL	Premium	he-IL	he-IL-Wavenet-B	MALE
he-IL	Premium	he-IL	he-IL-Wavenet-C	FEMALE
he-IL	Premium	he-IL	he-IL-Wavenet-D	MALE
hi-IN	Premium	hi-IN	hi-IN-Neural2-A	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Neural2-B	MALE
hi-IN	Premium	hi-IN	hi-IN-Neural2-C	MALE
hi-IN	Premium	hi-IN	hi-IN-Neural2-D	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Standard-A	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Standard-B	MALE
hi-IN	Premium	hi-IN	hi-IN-Standard-C	MALE
hi-IN	Premium	hi-IN	hi-IN-Standard-D	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Standard-E	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Standard-F	MALE
hi-IN	Premium	hi-IN	hi-IN-Wavenet-A	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Wavenet-B	MALE
hi-IN	Premium	hi-IN	hi-IN-Wavenet-C	MALE
hi-IN	Premium	hi-IN	hi-IN-Wavenet-D	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Wavenet-E	FEMALE
hi-IN	Premium	hi-IN	hi-IN-Wavenet-F	MALE
hu-HU	Premium	hu-HU	hu-HU-Standard-B	FEMALE
hu-HU	Premium	hu-HU	hu-HU-Wavenet-B	FEMALE
is-IS	Premium	is-IS	is-IS-Standard-B	FEMALE
id-ID	Premium	id-ID	id-ID-Standard-A	FEMALE
id-ID	Premium	id-ID	id-ID-Standard-B	MALE
id-ID	Premium	id-ID	id-ID-Standard-C	MALE
id-ID	Premium	id-ID	id-ID-Standard-D	FEMALE
id-ID	Premium	id-ID	id-ID-Wavenet-A	FEMALE
id-ID	Premium	id-ID	id-ID-Wavenet-B	MALE
id-ID	Premium	id-ID	id-ID-Wavenet-C	MALE
id-ID	Premium	id-ID	id-ID-Wavenet-D	FEMALE
it-IT	Premium	it-IT	it-IT-Chirp-HD-D	MALE
it-IT	Premium	it-IT	it-IT-Chirp-HD-F	FEMALE
it-IT	Premium	it-IT	it-IT-Chirp-HD-O	FEMALE
it-IT	Premium	it-IT	it-IT-Neural2-A	FEMALE
it-IT	Premium	it-IT	it-IT-Neural2-E	FEMALE
it-IT	Premium	it-IT	it-IT-Neural2-F	MALE
it-IT	Premium	it-IT	it-IT-Standard-E	FEMALE
it-IT	Premium	it-IT	it-IT-Standard-F	MALE
it-IT	Premium	it-IT	it-IT-Wavenet-E	FEMALE
it-IT	Premium	it-IT	it-IT-Wavenet-F	MALE
ja-JP	Premium	ja-JP	ja-JP-Neural2-B	FEMALE
ja-JP	Premium	ja-JP	ja-JP-Neural2-C	MALE
ja-JP	Premium	ja-JP	ja-JP-Neural2-D	MALE
ja-JP	Premium	ja-JP	ja-JP-Standard-A	FEMALE
ja-JP	Premium	ja-JP	ja-JP-Standard-B	FEMALE
ja-JP	Premium	ja-JP	ja-JP-Standard-C	MALE
ja-JP	Premium	ja-JP	ja-JP-Standard-D	MALE
ja-JP	Premium	ja-JP	ja-JP-Wavenet-A	FEMALE
ja-JP	Premium	ja-JP	ja-JP-Wavenet-B	FEMALE
ja-JP	Premium	ja-JP	ja-JP-Wavenet-C	MALE
ja-JP	Premium	ja-JP	ja-JP-Wavenet-D	MALE
kn-IN	Premium	kn-IN	kn-IN-Standard-A	FEMALE
kn-IN	Premium	kn-IN	kn-IN-Standard-B	MALE
kn-IN	Premium	kn-IN	kn-IN-Standard-C	FEMALE
kn-IN	Premium	kn-IN	kn-IN-Standard-D	MALE
kn-IN	Premium	kn-IN	kn-IN-Wavenet-A	FEMALE
kn-IN	Premium	kn-IN	kn-IN-Wavenet-B	MALE
kn-IN	Premium	kn-IN	kn-IN-Wavenet-C	FEMALE
kn-IN	Premium	kn-IN	kn-IN-Wavenet-D	MALE
ko-KR	Premium	ko-KR	ko-KR-Neural2-A	FEMALE
ko-KR	Premium	ko-KR	ko-KR-Neural2-B	FEMALE
ko-KR	Premium	ko-KR	ko-KR-Neural2-C	MALE
ko-KR	Premium	ko-KR	ko-KR-Standard-A	FEMALE
ko-KR	Premium	ko-KR	ko-KR-Standard-B	FEMALE
ko-KR	Premium	ko-KR	ko-KR-Standard-C	MALE
ko-KR	Premium	ko-KR	ko-KR-Standard-D	MALE
ko-KR	Premium	ko-KR	ko-KR-Wavenet-A	FEMALE
ko-KR	Premium	ko-KR	ko-KR-Wavenet-B	FEMALE
