Language	Voice type	Language code	Voice name	SSML Gender
ko-KR	Premium	ko-KR	ko-KR-Wavenet-C	MALE
ko-KR	Premium	ko-KR	ko-KR-Wavenet-D	MALE
lv-LV	Premium	lv-LV	lv-LV-Standard-B	MALE
lt-LT	Premium	lt-LT	lt-LT-Standard-B	MALE
ms-MY	Premium	ms-MY	ms-MY-Standard-A	FEMALE
ms-MY	Premium	ms-MY	ms-MY-Standard-B	MALE
ms-MY	Premium	ms-MY	ms-MY-Standard-C	FEMALE
ms-MY	Premium	ms-MY	ms-MY-Standard-D	MALE
ms-MY	Premium	ms-MY	ms-MY-Wavenet-A	FEMALE
ms-MY	Premium	ms-MY	ms-MY-Wavenet-B	MALE
ms-MY	Premium	ms-MY	ms-MY-Wavenet-C	FEMALE
ms-MY	Premium	ms-MY	ms-MY-Wavenet-D	MALE
ml-IN	Premium	ml-IN	ml-IN-Standard-A	FEMALE
ml-IN	Premium	ml-IN	ml-IN-Standard-B	MALE
ml-IN	Premium	ml-IN	ml-IN-Standard-C	FEMALE
ml-IN	Premium	ml-IN	ml-IN-Standard-D	MALE
ml-IN	Premium	ml-IN	ml-IN-Wavenet-A	FEMALE
ml-IN	Premium	ml-IN	ml-IN-Wavenet-B	MALE
ml-IN	Premium	ml-IN	ml-IN-Wavenet-C	FEMALE
ml-IN	Premium	ml-IN	ml-IN-Wavenet-D	MALE
cmn-CN	Premium	cmn-CN	cmn-CN-Standard-A	FEMALE
cmn-CN	Premium	cmn-CN	cmn-CN-Standard-B	MALE
cmn-CN	Premium	cmn-CN	cmn-CN-Standard-C	MALE
cmn-CN	Premium	cmn-CN	cmn-CN-Standard-D	FEMALE
cmn-CN	Premium	cmn-CN	cmn-CN-Wavenet-A	FEMALE
cmn-CN	Premium	cmn-CN	cmn-CN-Wavenet-B	MALE
cmn-CN	Premium	cmn-CN	cmn-CN-Wavenet-C	MALE
cmn-CN	Premium	cmn-CN	cmn-CN-Wavenet-D	FEMALE
cmn-TW	Premium	cmn-TW	cmn-TW-Standard-A	FEMALE
cmn-TW	Premium	cmn-TW	cmn-TW-Standard-B	MALE
cmn-TW	Premium	cmn-TW	cmn-TW-Standard-C	MALE
cmn-TW	Premium	cmn-TW	cmn-TW-Wavenet-A	FEMALE
cmn-TW	Premium	cmn-TW	cmn-TW-Wavenet-B	MALE
cmn-TW	Premium	cmn-TW	cmn-TW-Wavenet-C	MALE
mr-IN	Premium	mr-IN	mr-IN-Standard-A	FEMALE
mr-IN	Premium	mr-IN	mr-IN-Standard-B	MALE
mr-IN	Premium	mr-IN	mr-IN-Standard-C	FEMALE
mr-IN	Premium	mr-IN	mr-IN-Wavenet-A	FEMALE
mr-IN	Premium	mr-IN	mr-IN-Wavenet-B	MALE
mr-IN	Premium	mr-IN	mr-IN-Wavenet-C	FEMALE
nb-NO	Premium	nb-NO	nb-NO-Standard-F	FEMALE
nb-NO	Premium	nb-NO	nb-NO-Standard-G	MALE
nb-NO	Premium	nb-NO	nb-NO-Wavenet-F	FEMALE
nb-NO	Premium	nb-NO	nb-NO-Wavenet-G	MALE
pl-PL	Premium	pl-PL	pl-PL-Standard-F	FEMALE
pl-PL	Premium	pl-PL	pl-PL-Standard-G	MALE
pl-PL	Premium	pl-PL	pl-PL-Wavenet-F	FEMALE
pl-PL	Premium	pl-PL	pl-PL-Wavenet-G	MALE
pt-BR	Premium	pt-BR	pt-BR-Neural2-A	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Neural2-B	MALE
pt-BR	Premium	pt-BR	pt-BR-Neural2-C	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Standard-A	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Standard-B	MALE
pt-BR	Premium	pt-BR	pt-BR-Standard-C	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Standard-D	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Standard-E	MALE
pt-BR	Premium	pt-BR	pt-BR-Wavenet-A	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Wavenet-B	MALE
pt-BR	Premium	pt-BR	pt-BR-Wavenet-C	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Wavenet-D	FEMALE
pt-BR	Premium	pt-BR	pt-BR-Wavenet-E	MALE
pt-PT	Premium	pt-PT	pt-PT-Standard-E	FEMALE
pt-PT	Premium	pt-PT	pt-PT-Standard-F	MALE
pt-PT	Premium	pt-PT	pt-PT-Wavenet-E	FEMALE
pt-PT	Premium	pt-PT	pt-PT-Wavenet-F	MALE
pa-IN	Premium	pa-IN	pa-IN-Standard-A	FEMALE
pa-IN	Premium	pa-IN	pa-IN-Standard-B	MALE
pa-IN	Premium	pa-IN	pa-IN-Standard-C	FEMALE
pa-IN	Premium	pa-IN	pa-IN-Standard-D	MALE
pa-IN	Premium	pa-IN	pa-IN-Wavenet-A	FEMALE
pa-IN	Premium	pa-IN	pa-IN-Wavenet-B	MALE
pa-IN	Premium	pa-IN	pa-IN-Wavenet-C	FEMALE
pa-IN	Premium	pa-IN	pa-IN-Wavenet-D	MALE
ro-RO	Premium	ro-RO	ro-RO-Standard-B	FEMALE
ro-RO	Premium	ro-RO	ro-RO-Wavenet-B	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Standard-A	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Standard-B	MALE
ru-RU	Premium	ru-RU	ru-RU-Standard-C	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Standard-D	MALE
ru-RU	Premium	ru-RU	ru-RU-Standard-E	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Wavenet-A	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Wavenet-B	MALE
ru-RU	Premium	ru-RU	ru-RU-Wavenet-C	FEMALE
ru-RU	Premium	ru-RU	ru-RU-Wavenet-D	MALE
ru-RU	Premium	ru-RU	ru-RU-Wavenet-E	FEMALE
sr-RS	Premium	sr-RS	sr-RS-Standard-B	FEMALE
sk-SK	Premium	sk-SK	sk-SK-Standard-B	FEMALE
sk-SK	Premium	sk-SK	sk-SK-Wavenet-B	FEMALE
es-ES	Premium	es-ES	es-ES-Chirp-HD-D	MALE
es-ES	Premium	es-ES	es-ES-Chirp-HD-F	FEMALE
es-ES	Premium	es-ES	es-ES-Chirp-HD-O	FEMALE
es-ES	Premium	es-ES	es-ES-Neural2-A	FEMALE
es-ES	Premium	es-ES	es-ES-Neural2-E	FEMALE
es-ES	Premium	es-ES	es-ES-Neural2-F	MALE
es-ES	Premium	es-ES	es-ES-Neural2-G	MALE
es-ES	Premium	es-ES	es-ES-Neural2-H	FEMALE
es-ES	Premium	es-ES	es-ES-Polyglot-1	MALE
es-ES	Premium	es-ES	es-ES-Standard-E	MALE
es-ES	Premium	es-ES	es-ES-Standard-F	FEMALE
es-ES	Premium	es-ES	es-ES-Standard-G	MALE
es-ES	Premium	es-ES	es-ES-Standard-H	FEMALE
es-ES	Premium	es-ES	es-ES-Studio-C	FEMALE
es-ES	Premium	es-ES	es-ES-Studio-F	MALE
es-ES	Premium	es-ES	es-ES-Wavenet-E	MALE
es-ES	Premium	es-ES	es-ES-Wavenet-F	FEMALE
es-ES	Premium	es-ES	es-ES-Wavenet-G	MALE
es-ES	Premium	es-ES	es-ES-Wavenet-H	FEMALE
es-US	Premium	es-US	es-US-Chirp-HD-D	MALE
es-US	Premium	es-US	es-US-Chirp-HD-F	FEMALE
es-US	Premium	es-US	es-US-Chirp-HD-O	FEMALE
es-US	Premium	es-US	es-US-Neural2-A	FEMALE
es-US	Premium	es-US	es-US-Neural2-B	MALE
es-US	Premium	es-US	es-US-Neural2-C	MALE
es-US	Premium	es-US	es-US-News-D	MALE
es-US	Premium	es-US	es-US-News-E	MALE
es-US	Premium	es-US	es-US-News-F	FEMALE
es-US	Premium	es-US	es-US-News-G	FEMALE
es-US	Premium	es-US	es-US-Polyglot-1	MALE
es-US	Premium	es-US	es-US-Standard-A	FEMALE
es-US	Premium	es-US	es-US-Standard-B	MALE
es-US	Premium	es-US	es-US-Standard-C	MALE
es-US	Premium	es-US	es-US-Studio-B	MALE
es-US	Premium	es-US	es-US-Wavenet-A	FEMALE
es-US	Premium	es-US	es-US-Wavenet-B	MALE
es-US	Premium	es-US	es-US-Wavenet-C	MALE
sv-SE	Premium	sv-SE	sv-SE-Standard-A	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Standard-B	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Standard-C	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Standard-D	MALE
sv-SE	Premium	sv-SE	sv-SE-Standard-E	MALE
sv-SE	Premium	sv-SE	sv-SE-Standard-F	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Standard-G	MALE
sv-SE	Premium	sv-SE	sv-SE-Wavenet-A	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Wavenet-B	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Wavenet-C	MALE
sv-SE	Premium	sv-SE	sv-SE-Wavenet-D	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Wavenet-E	MALE
sv-SE	Premium	sv-SE	sv-SE-Wavenet-F	FEMALE
sv-SE	Premium	sv-SE	sv-SE-Wavenet-G	MALE
ta-IN	Premium	ta-IN	ta-IN-Standard-A	FEMALE
ta-IN	Premium	ta-IN	ta-IN-Standard-B	MALE
ta-IN	Premium	ta-IN	ta-IN-Standard-C	FEMALE
ta-IN	Premium	ta-IN	ta-IN-Standard-D	MALE
ta-IN	Premium	ta-IN	ta-IN-Wavenet-A	FEMALE
ta-IN	Premium	ta-IN	ta-IN-Wavenet-B	MALE
ta-IN	Premium	ta-IN	ta-IN-Wavenet-C	FEMALE
ta-IN	Premium	ta-IN	ta-IN-Wavenet-D	MALE
te-IN	Premium	te-IN	te-IN-Standard-A	FEMALE
te-IN	Premium	te-IN	te-IN-Standard-B	MALE
te-IN	Premium	te-IN	te-IN-Standard-C	FEMALE
te-IN	Premium	te-IN	te-IN-Standard-D	MALE
th-TH	Premium	th-TH	th-TH-Neural2-C	FEMALE
th-TH	Premium	th-TH	th-TH-Standard-A	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Standard-A	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Standard-B	MALE
tr-TR	Premium	tr-TR	tr-TR-Standard-C	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Standard-D	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Standard-E	MALE
tr-TR	Premium	tr-TR	tr-TR-Wavenet-A	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Wavenet-B	MALE
tr-TR	Premium	tr-TR	tr-TR-Wavenet-C	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Wavenet-D	FEMALE
tr-TR	Premium	tr-TR	tr-TR-Wavenet-E	MALE
uk-UA	Premium	uk-UA	uk-UA-Standard-B	FEMALE
uk-UA	Premium	uk-UA	uk-UA-Wavenet-B	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Standard-A	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Standard-B	MALE
ur-IN	Premium	ur-IN	ur-IN-Wavenet-A	FEMALE
ur-IN	Premium	ur-IN	ur-IN-Wavenet-B	MALE
vi-VN	Premium	vi-VN	vi-VN-Neural2-A	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Neural2-D	MALE
vi-VN	Premium	vi-VN	vi-VN-Standard-A	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Standard-B	MALE
vi-VN	Premium	vi-VN	vi-VN-Standard-C	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Standard-D	MALE
vi-VN	Premium	vi-VN	vi-VN-Wavenet-A	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Wavenet-B	MALE
vi-VN	Premium	vi-VN	vi-VN-Wavenet-C	FEMALE
vi-VN	Premium	vi-VN	vi-VN-Wavenet-D	MALE
eu-ES	Premium	eu-ES	eu-ES-Standard-B	FEMALE
